 805 Eri 34 11 26 30 -53 30 1       Ultima fluvii Lucida
 806 Lep  1  1 19 40 -35 00 5   Quæ Borea præcedentis Lateris quadrilateri ad Aures
 807 Lep  2  1 19 50 -36 30 5       Austrina præcedentis Lateris
 808 Lep  3  1 21 20 -35 40 5       Borea sequentis Lateris
 809 Lep  4  1 21 20 -36 40 5       Austrina sequentis Lateris
 810 Lep  5  1 19 10 -39 15 4       In Mento
 811 Lep  6  1 16 10 -45 15 4       In Pede anteriore sinistro
 812 Lep  7  1 25 50 -41 30 2       In medio Corpore
 813 Lep  8  1 23 50 -44 15 2       Sub alvo
 814 Lep  9  2 01 00 -44 00 4       In Posterioribus Pedibus Borea
 815 Lep 10  1 29 00 -45 50 4                                Ausrina
 816 Lep 11  2 00 00 -38 20 4       In Lumbis
 817 Lep 12  2 02 40 -38 10 4       In Extremitate Caudæ
 818 CMa  1  2 17 40 -39 10 1   Quæ In Ore Splendidissima Sirius
 819 CMa  2  2 19 40 -35 00 4       In Auribus
 820 CMa  3  2 21 20 -36 30 5       In Capite
 821 CMa  4  2 23 20 -37 45 4       Duarum in Collo Borea
 822 CMa  5  2 25 20 -40 00 4                       Austrina
 823 CMa  6  2 20 30 -42 40 5       In Pectore
 824 CMa  7  2 16 10 -41 15 6       Duarum in dextro Genu Borea
 825 CMa  8  2 16 00 -42 30 5                             Austrina
 826 CMa  9  2 11 00 -41 20 3       In Extremitate Pedis Anterioris
 827 CMa 10  2 14 40 -46 30 5       Duarum sinistro Genu præcedens
 828 CMa 11  2 16 10 -45 50 5                            sequens
 829 CMa 12  2 24 40 -46 10 4       Duarum in sinistro Humero sequens
 830 CMa 13  2 21 40 -47 00 5                                 præcedens
 831 CMa 14  2 26 40 -48 45 3       In Eductione sinistri Femoris
 832 CMa 15  2 23 40 -51 30 3       Sub Alvo inter duo Femora
 833 CMa 16  2 23 00 -55 10 4       In Poplite dextri Cruris
 834 CMa 17  2 09 40 -53 45 3       In Extremitate dextri Pedis
 835 CMa 18  3 02 10 -50 40 3       In Cauda
 836 CMa~ 1  2 19 30 -25*15 4       A Vertice Capitis Septentrionem versus
 837 CMa~ 2  2 10 00 -61 30 4   Quæ De quatuor Posterioribus Pedibus in recta Austrina
 838 CMa~ 3  2 11 20 -58 45 4       Hac Borealior
 839 CMa~ 4  2 13 00 -57 00 4       Et hac ipsa Borealior
 840 CMa~ 5  2 14 10 -56 00 4       Reliqua de quatuor Borealissima
 841 CMa~ 6  1 28 00 -55 30 4       Trium ab his ad Occasum quasi in recta præcedens
 842 CMa~ 7  2 00 20 -57 40 4                                              media
 843 CMa~ 8  2 02 20 -59 50 4                                              sequens
 844 CMa~ 9  1 29 00 -59 40 2       Duarum sub his Splendidarum sequens
 845 CMa~10  1 26 00 -57 40 2                                   præcedens
 846 CMa~11  1 22 10 -59 30 3       Reliqua supra dictis Australior
 847 CMi  1  2 25 00 -14 00 4   Quæ In Collo
 848 CMi  2  2 29 10 -16 10 1       In Posterioribus Femoribus dicta Procyon
 849 Nav  1  3 10 20 -42 30 5   Quæ Duarum in summo Puppis Ornamento præcedens
 850 Nav  2  3 14 20 -43 20 3                                        sequens
 851 Nav  3  3 08 50 -45 00 4       Duarum contiguarum sub Scuto Borea
 852 Nav  4  3 08 40 -46 00 4                                    Austrina
 853 Nav  5  3 05 20 -45 30 4       Has præcedit
 854 Nav  6  3 06 20 -47 15 3       In medio Scuto Splendida
 855 Nav  7  3 05 20 -49 45 4       Trium sub Scuto præcedens
 856 Nav  8  3 09 20 -49 50 4                       sequens
 857 Nav  9  3 08 30 -49 15 4                       media
 858 Nav 10  3 14 00 -49 50 4       In Jcherisco
 859 Nav 11  3 04 00 -53 00 4       Duarum in Carina Puppis Borea
 860 Nav 12  3 04 00 -58 40 3                               Austrina
 861 Nav 13  3 10 10 -55 30 5       Duarum in Tabulato Puppis Borea
 862 Nav 14  3 12 10 -58 40 5       Trium inde sequentium præcedens
 863 Nav 15  3 13 40 -57 15 4                             media
 864 Nav 16  3 16 30 -57 45 4                             sequens
 865 Nav 17  3 21 10 -58 40 2       Lucida has sequens in Tabulato
 866 Nav 18  3 18 10 -60 00 5       Duarum obscurarum infra Lucidam præcedens
 867 Nav 19  3 21 00 -59 20 5                                       sequens
 868 Nav 20  3 23 10 -56 40 5       Duarum supra dictam splendidam præcedens
 869 Nav 21  3 24 20 -56 40 5                                      sequens
 870 Nav 22  4 05 40 -51 30 4       In Scutellis malum ambientibus Borea
 871 Nav 23  4 06 10 -55 40 4                                      Media
 872 Nav 24  4 04 00 -57 10 4                                      Australis
 873 Nav 25  4 09 10 -60 00 4       Sub his duarum contiguarum Borea
 874 Nav 26  4 09 00 -61 16 4                                  Austrina
 875 Nav 27  4 00 10 -51 40 3       Duarum in medio Malo, Australior
 876 Nav 28  3 29 20 -49 00 3                             Borealior
 877 Nav 29  3 28 00 -43 20 4       Duarum in Extremitate Mali, præcedens
 878 Nav 30  3 29 00 -43 30 4                                   sequens
 879 Nav 31  4 14 10 -54 30 2       Sub tribus & Scutelli sequentis est
 880 Nav 32  4 17 30 -51 15 2       In Sectione Tabulati
 881 Nav 33  3 11 10 -63 00 3       Inter Gubernacula, in Carina
 882 Nav 34  3 19 00 -64 30 6       Hanc sequitur obscura
 883 Nav 35  4 00 00 -63 50 2       Ipsam sequitur sub Tabulato
 884 Nav 36  4 08 30 -69 40 2   Quæ Hac Australior in infima parte Carinæ, lucida
 885 Nav 37  4 15 10 -65 40 2       Trium hanc sequentium præcedens
 886 Nav 38  4 21 20 -65 50 3                             media
 887 Nav 39  4 26 00 -67 20 2                             sequens
 888 Nav 40  5 01 00 -62 50 3       Duarum has sequentium ad Sectionem, præcedens
 889 Nav 41  5 08 00 -62 15 3                                           sequens
 890 Nav 42  2 04 00 -65 50 4       Duarum in Boreo & præced. Gubern. præcedens
 891 Nav 43  2 20 10 -65 40 3                                         sequens
 892 Nav 44  2 17 10 -75 00 1       Duarum in altero Gubernaculo, præcedens Canobus
 893 Nav 45  2 29 00 -71 45 3       Reliqua ipsam sequens
 894 Hya  1  3 14 00 -15 00 4   Quæ Duarum præced. de 5s in Capite Austrina in Nare
 895 Hya  2  3 13 20 -13 40 4                            Borea supra Oculum
 896 Hya  3  3 15 20 -11 30 4       Duarum has sequentium Borea quasi in Cranio
 897 Hya  4  3 15 30 -14 15 4                             Austrina in Hiatu Oris
 898 Hya  5  3 17 50 -12 15 4       Ultima quasi in Gena vel mento
 899 Hya  6  3 20 20 -11 50 5       Duarum in Eductione Cervicis præcedens
 900 Hya  7  3 23 20 -13 40 4                                    sequens
 901 Hya  8  3 28 50 -15 20 4       Trium sequentium in flexu Colli Media
 902 Hya  9  4 00 40 -14 50 4                                       Sequens
 903 Hya 10  3 28 10 -17 10 4                                       Australissima
 904 Hya 11  3 29 10 -19 45 6       Duarum ad Aust. sequent. Contig. Borea & obscura
 905 Hya 12  4 00 00 -20 30 2                                Contiguarum Lucidior
 906 Hya 13  4 06 00 -26 30 4       Trium post flexum sequentium præcedens
 907 Hya 14  4 08 40 -26 00 4                                    media
 908 Hya 15  4 11 10 -23 15 4                                    sequens
 909 Hya 16  4 18 00 -24 40 3       Trium quasi in recta sequentium præcedens
 910 Hya 17  4 20 00 -23 00 4                                       media
 911 Hya 18  4 23 00 -22 10 3                                       sequens
 912 Hya 19  5 01 30 -25 45 4       Duarum infra Basin Crateris Borea
 913 Hya 20  5 02 20 -30 10 4                                   Austrina
 914 Hya 21  5 12 10 -31 20 4       Trium post has quasi in {tri}o præcedens
 915 Hya 22  5 14 30 -33 10 4                              media & Australior
 916 Hya 23  5 16 10 -31 20 3                                      sequens
 917 Hya 24  6 00 00 -13 40 4       Post Corvum in Origine Caudæ
 918 Hya 25  6 13 30 -17 40 4       In Extremitate Caudæ
 919 Hya~ 1  3 12 30 -23 15 3       A Capite Austrum versus
 920 Hya~ 2  4 11 00 -16 00 3       Tres in Collo distans sequitur
 921 Crt  1  4 26 20 -23 00 4       CRATERIS in basi communis cum Hydra
 922 Crt  2  5 02 30 -19 30 4       Duarum in medio Cratere Australior
 923 Crt  3  5 00 00 -18 00 4                               Borealior
 924 Crt  4  5 07 00 -18 30 4       In Australi Oris ambitu
 925 Crt  5  4 29 20 -13 40 4       In Boreo ambitu Oris
 926 Crt  6  5 09 10 -16 10 4       In Australi Ansa
 927 Crt  7  5 01 40 -11 50 4       In Boreali Ansa ωτι
 928 Crv  1  5 15 20 -21 40 3       CORVI in Rostro communis cum Hydra
 929 Crv  2  5 14 20 -19 40 3       In Collo juxta Caput
 930 Crv  3  5 16 40 -18 10 5       In Pectore
 931 Crv  4  5 13 30 -14 50 3       In Ala dextra & præcedente
 932 Crv  5  5 16 40 -14 30 3   Quæ Duarum in Ala sequenti, præcedens
 933 Crv  6  5 17 00 -11 45 4                               sequens
 934 Crv  7  5 20 30 -18 10 3       In Extremitate Pedis communis cum Hydra
 935 Cen  1  6 10 30 -21 40 5   Quæ De quatuor in Capite Australissima
 936 Cen  2  6 10 00 -18 50 5       Ipsa hac Borealior
 937 Cen  3  6 09 10 -20 30 4       Reliquarum duarum mediarum præcedens
 938 Cen  4  6 10 00 -20 00 5                                  sequens
 939 Cen  5  6 06 10 -25 40 3       In sinistro & præcedente Humero
 940 Cen  6  6 15 40 -22 30 3       In dextro Humero
 941 Cen  7  6 09 10 -27 30 4       In sinistra Scapula
 942 Cen  8  6 18 10 -22 20 4       Duarum præced. de quatuor in Thryso Borea
 943 Cen  9  6 19 10 -23 30 4                                           Austrina
 944 Cen 10  6 22 00 -18 15 4       Duarum Reliquar. in Extremo Thryso Borea
 945 Cen 11  6 22 30 -20 50 4                                          Austrina
 946 Cen 12  6 13 20 -28 20 4       Trium in dextro Latere præcedens
 947 Cen 13  6 14 00 -29 20 4                              Media
 948 Cen 14  6 15 10 -28 00 4                              Australis
 949 Cen 15  6 16 20 -26 30 4       In dextro Brachio
 950 Cen 16  6 22 50 -25 15 3       In dextro Cubito
 951 Cen 17  6 27 30 -24 00 4       In Manu dextra
 952 Cen 18  6 18 00 -33 30 3       In Eductione Corporis Humani splendida
 953 Cen 19  6 17 40 -31 00 5       Duarum obscurarum hac Borealiorum, sequens
 954 Cen 20  6 16 50 -33 00 5                                          præcedens
 955 Cen 21  6 12 10 -34 50 5       In Eductione (Origine) Scapulæ
 956 Cen 22  6 09 00 -37 40 5       In Scapula Equi hanc præcedens
 957 Cen 23  6 05 50 -40 00 3       Trium in Lumbis sequens
 958 Cen 24  6 05 00 -43 00 4                       media
 959 Cen 25  6 02 40 -41 00 5                       præcedens
 960 Cen 26  6 02 40 -46 10 3       Duarum Contiguarum in dextro Femore præcedens
 961 Cen 27  6 03 30 -46 45 4                                           sequens
 962 Cen 28  6 18 20 -40 45 3       In Pectore Equi sub Axilla
 963 Cen 29  6 16 20 -43 00 2       Duarum sub Ventre præcedens
 964 Cen 30  6 17 40 -43 45                           sequens
 965 Cen 31  6 10 00 -51 10 2       In Poplite Cruris dextri
 966 Cen 32  6 15 20 -51 40 2       In ejusdem Suffragine
 967 Cen 33  6 06 20 -55 10 2       Sub Poplite sinistri Cruris
 968 Cen 34  6 11 10 -55 20 3       In Sura (vel Musculo) ejusdem Cruris
 969 Cen 35  7 08 20 -41 10 1       In Extremitate Pedis dextri anterioris
 970 Cen 36  6 24 10 -45 20 2       In Genu Pedis sinistri (vel Cruris)
 971 Cen 37  6 14 40 -49 10 4       Extra sub dextro Pede posteriore
 972 Lup  1  6 28 00 -24 50 3   Quæ In Extremo anteriore Pede prope Manum Centauri
 973 Lup  2  6 25 50 -29 10 3       In Poplite ejusdem Pedis (i.e.) Cruris
 974 Lup  3  7 01 00 -21 15 4       Duarum ad Scapulam præcedens
 975 Lup  4  7 04 10 -21 00 4                          sequens
 976 Lup  5  7 03 00 -25 10 4       In medio Feræ Corpore
 977 Lup  6  7 00 10 -27 00 5       In Ventre sub Alvo
 978 Lup  7  7 00 50 -29 00 5   Quæ In Femore
 979 Lup  8  7 04 40 -28 30 5       Duarum in Eductione Femoris Borealior
 980 Lup  9  7 03 40 -30 00 5                                   Australior
 981 Lup 10  7 05 40 -33 10 5       In summo Lumbi
 982 Lup 11  6 22 00 -31 20 5       Trium in Extremitate Caudæ Austrina
 983 Lup 12  6 24 50 -30 30 4                                  Media
 984 Lup 13  6 23 00 -29 20 4                                  Borea
 985 Lup 14  7 08 50 -17 00 4       Duarum in Jugulo Australior
 986 Lup 15  7 09 20 -15 20 4                        Borealior
 987 Lup 16  7 05 40 -13 20 4       Duarum in Rostro præcedens
 988 Lup 17  7 06 40 -11 50 4                        sequens
 989 Lup 18  6 27 10 -11 50 4       Duarum in anteriore Pede, Austrina
 990 Lup 19  6 26 30 -10 00 4                                 Borea
 991 Ara  1  7 27 40 -22 40 5   Quæ Duarum in Base Borealior
 992 Ara  2  8 03 00 -25 45 4                      Australior
 993 Ara  3  7 26 20 -26 30 4       In medio Capitis Arulæ
 994 Ara  4  7 20 40 -30 20 5       Trium in Foculo Borea
 995 Ara  5  7 25 10 -34 10 4       Duarum Reliquarum Contiguarum, Austrina
 996 Ara  6  7 25 00 -33 20 4                                      Borea
 997 Ara  7  7 20 50 -34 15 4       In Extremitate Cauteris
 998 CrA  1  8 09 10 -21 30 4   Quæ ad ambitum Australem præcedit extra
 999 CrA  2  8 11 40 -21 00 5       In ipsa Corona hanc sequitur
1000 CrA  3  8 13 10 -23 00 5       Et hanc sequitur
1001 CrA  4  8 14 50 -20 00 4       Hujus & in Consequentia
1002 CrA  5  8 16 10 -18 30 5       Post hanc ante Genu Sagittarii
1003 CrA  6  8 17 00 -17 10 4       Post ipsam & Borealior lucida in Genu Sagittarii
1004 CrA  7  8 16 20 -16 00 4       Hac Borealior
1005 CrA  8  8 16 30 -15 10 4       Adhuc ipsa Borealior
1006 CrA  9  8 15 10 -15 20 6       Duarum hanc præced. in ambit. Boreo sequens
1007 CrA 10  8 14 40 -14 50 6                                obscurarum præcedens
1008 CrA 11  8 11 50 -14 40 5       Ab hac distat in Antecedentia
1009 CrA 12  8 09 40 -14 50 5       Etiam hanc antecedit
1010 CrA 13  8 09 10 -18 30 5       Reliqua præcedente Australior
1011 PsA  1 10 07 00 -23 00 1   Quæ In Ore eadem est in principio Aquæ Aquarii
1012 PsA  2 10 00 40 -20 20 4       Trium in Australi ambitu Capitis, præcedens
1013 PsA  3 10 04 10 -22 15 4                                         media
1014 PsA  4 10 05 20 -22 30 4                                         sequens
1015 PsA  5 10 04 20 -16 15 4       Ad Branchiam
1016 PsA  6  9 25 10 -19 30 5       In Australi Pinna super Costis
1017 PsA  7 10 01 10 -15 10 5       Duarum in Ventre sequens
1018 PsA  8  9 28 50 -14 40 4                        præcedens
1019 PsA  9  9 25 10 -15 00 4       Trium in pinna Borea sequens
1020 PsA 10  9 21 50 -16 30 4                            media
1021 PsA 11  9 21 00 -18 10 4                            præcedens
1022 PsA 12  9 20 10 -22 15 4       In Extrema Cauda
1023 PsA~ 1  9 08 00 -20 20 3   Quæ Trium Lucidarum præcedentium Piscem antecedens
1024 PsA~ 2  9 11 10 -22 10 3                                           media
1025 PsA~ 3  9 14 00 -21 10 3                                           sequens
1026 PsA~ 4  9 12 00 -20 50 5       Hanc præcedit obscura
1027 PsA~ 5  9 13 50 -17 00 4       Duarum Reliquarum Septentrion. versus, Australior
1028 PsA~ 6  9 13 50 -14 50 3                                              Borealior
